gene_id	chr	start	end	gene	san:yak:tei_pbs	san:yak:tei_pval_ortho	san:yak:tei_pval_bs	paml_ps_scenario
LOC120444345	2R	8566874	8572785	RN-tre	0.88046714365332	0.0075693860386879	0.0054853403477256	PS_spill_Dsan
LOC120444655	2R	21319094	21324094	CG3803	0.881114359788972	0.0031539108494533	0.0045871559633027	PS_spill
LOC120444911	2R	14373322	14378323	CG5189	0.851997106201987	0.0229184188393608	0.0270096875601462	PS_spill
LOC120445402	2R	14377058	14382059	slim	0.851997106201987	0.0229184188393608	0.0270096875601462	No_PS
LOC120445672	2R	20916729	20922850	pita	0.8691487636736	0.0155592935239697	0.0169051132353884	PS_spill_Dsan
LOC120445677	2R	20918170	20923170	Dcp-1	0.8691487636736	0.0155592935239697	0.0169051132353884	No_PS
LOC120445777	2R	14690138	14695139	Hsf	0.843591287880193	0.0258620689655172	0.0306024250978379	No_PS
LOC120445889	2R	12503258	12508259	CG13868	0.865852756334252	0.0172413793103448	0.0205299287868095	No_PS
LOC120446585	2L	6913351	6927457	Kr-h1	0.846958613835337	0.0248107653490328	0.0294476166035799	No_PS
LOC120447046	2R	6140327	6148389	kel	0.870540310169177	0.0138772077375946	0.0145313402194136	PS_spill_Dsan
LOC120447147	2R	9333604	9338986	Dp	0.836378713803371	0.0279646761984861	0.0317572335920959	No_PS
LOC120447148	2R	9329577	9334578	Pex13	0.836378713803371	0.0279646761984861	0.0317572335920959	PS_independent
LOC120447488	3L	2594824	2599824	Hsp67Ba	0.881114359788972	0.0031539108494533	0.0045871559633027	No_PS
LOC120448037	3L	18241192	18246192	mrn	0.872668124829369	0.0113540790580319	0.0124141913132738	PS_spill_Dsan
LOC120448279	3L	19342466	19347466	pzg	0.887305099611638	0.0004205214465937	0.0003528581510232	No_PS
LOC120448655	3L	20985279	20990280	CG46434	0.835102585533766	0.0283851976450799	0.0325591839353307	No_PS
LOC120448688	2L	24576096	24589864	IntS3	0.887305099611638	0.0004205214465937	0.0003528581510232	PS_unique_Dyak
LOC120449298	3L	19449004	19454004	AsnS	0.865852756334252	0.0172413793103448	0.0205299287868095	No_PS
LOC120449614	3L	20566239	20584443	kug	0.85449713819482	0.0203952901597981	0.0258548790658882	No_PS
LOC120450572	3L	19215128	19220129	CG33288	0.876553044959258	0.009251471825063	0.0103611984345929	No_PS
LOC120450574	3L	19215247	19227584	barc	0.868102017403955	0.0164003364171572	0.0192788862513633	No_PS
LOC120451279	3R	19064084	19069274	PyK	0.853728610080095	0.0212363330529857	0.0269134535189581	PS_ancestral
LOC120451841	2L	551804	556804	Spp	0.887021303582749	0.0012615643397813	0.0011227304805286	No_PS
LOC120452058	3R	12996430	13001430	d-cup	0.876858605541681	0.0088309503784693	0.0095271700776287	No_PS
LOC120452327	3R	9373687	9378688	by	0.843242228639763	0.0260723296888141	0.0306345031115673	No_PS
LOC120452466	3R	5340663	5349838	Lrrk	0.872668124829369	0.0113540790580319	0.0124141913132738	No_PS
LOC120452583	3R	28262622	28267622	Loxl1	0.880860664424057	0.003574432296047	0.0045871559633027	No_PS
LOC120452625	3R	26675726	26680726	Pisd	0.872284175810944	0.0119848612279226	0.0135369217938025	No_PS
LOC120452734	3R	28553943	28558943	nero	0.870540310169177	0.0138772077375946	0.0145313402194136	PS_spill_Dsan
LOC120452736	3R	28552011	28557012	CG1896	0.870540310169177	0.0138772077375946	0.0145313402194136	No_PS
LOC120452737	3R	28552805	28557806	awd	0.870540310169177	0.0138772077375946	0.0145313402194136	No_PS
LOC120452738	3R	28551034	28556034	CG1890	0.870540310169177	0.0138772077375946	0.0145313402194136	PS_independent
LOC120453062	3R	2209729	2214729	CG5823	0.879868477709386	0.0086206896551724	0.0095271700776287	No_PS
LOC120453180	3R	5993365	6011048	SIFaR	0.868698195513539	0.0157695542472666	0.01892602810034	PS_spill_Dsan
LOC120453230	3R	11059969	11064969	CG4820	0.836378713803371	0.0279646761984861	0.0317572335920959	No_PS
LOC120453978	2L	4191982	4196982	Or24a	0.88046714365332	0.0075693860386879	0.0054853403477256	PS_spill_Dsan
LOC120454200	3R	8089969	8094970	CG9636	0.870540310169177	0.0138772077375946	0.0145313402194136	PS_unique_Dyak
LOC120454597	3R	13803430	13808431	Rbp4	0.869441279686084	0.0140874684608915	0.0169051132353884	No_PS
LOC120455029	X	16699136	16704136	CG15814	0.855155843602624	0.0201850294365012	0.0252133187913004	PS_spill_Dsan
LOC120455083	X	11825274	11830275	car	0.849794962923011	0.0241799831791421	0.0286456662603451	PS_spill_Dsan
LOC120455091	X	11779923	11784924	Pstk	0.830527978165306	0.0294365012615643	0.0339064605119651	No_PS
LOC120455097	X	11780720	11785721	CG14210	0.830527978165306	0.0294365012615643	0.0339064605119651	PS_independent
LOC120455279	X	13057738	13062738	Ppt1	0.872668124829369	0.0113540790580319	0.0124141913132738	PS_spill_Dsan
LOC120455280	X	13060894	13068046	CAH3	0.872668124829369	0.0113540790580319	0.0124141913132738	PS_spill_Dsan
LOC120455451	2L	366034	371034	Ent1	0.875503726911248	0.0096719932716568	0.011772631038686	PS_spill_Dsan
LOC120455467	X	10310459	10318577	mei-41	0.850454378067858	0.0237594617325483	0.0281965740681337	No_PS
LOC120455617	X	11900112	11906528	pcm	0.887118009290152	0.0006307821698906	0.0011227304805286	No_PS
LOC120455772	X	10558672	10563672	SNRPG	0.8691487636736	0.0155592935239697	0.0169051132353884	No_PS
LOC120456339	X	10239874	10244874	CG9915	0.872668124829369	0.0113540790580319	0.0124141913132738	No_PS
LOC120456373	X	881569	886570	CG14629	0.860496492365613	0.0195542472666106	0.0233848720087252	PS_independent
LOC120456378	X	878076	896152	CG42259	0.860496492365613	0.0195542472666106	0.0233848720087252	No_PS
LOC120456515	X	2666340	2671340	CG14440	0.88046714365332	0.0075693860386879	0.0054853403477256	PS_spill_Dsan
LOC120456641	X	8017022	8022022	Tango2	0.881114359788972	0.0031539108494533	0.0045871559633027	PS_spill_Dsan
LOC120457020	X	3003489	3013744	AdamTS-B	0.851997106201987	0.0229184188393608	0.0270096875601462	No_PS
LOC120457217	X	11662048	11667049	CG18809	0.850820197573437	0.0235492010092514	0.0279720279720279	No_PS
LOC120457220	X	11660095	11665095	Rpp20	0.850820197573437	0.0235492010092514	0.0279720279720279	No_PS
LOC120457222	X	11662354	11667355	COX6B	0.850820197573437	0.0235492010092514	0.0279720279720279	No_PS
LOC120457250	X	10556966	10561967	RpS19a	0.8691487636736	0.0155592935239697	0.0169051132353884	No_PS
LOC120457360	X	1342239	1347239	CG14795	0.862113779573334	0.0189234650967199	0.0225187656380316	No_PS
LOC120457404	X	2513457	2518458	dx	0.872284175810944	0.0119848612279226	0.0135369217938025	No_PS
LOC120457413	X	2509771	2514772	RpL7A	0.872284175810944	0.0119848612279226	0.0135369217938025	PS_ancestral
LOC120458117	2L	16665418	16670418	Cul1	0.871882125236995	0.0124053826745164	0.0141464040546609	No_PS
LOC120458133	2L	16668286	16673286	Or43b	0.871882125236995	0.0124053826745164	0.0141464040546609	No_PS
LOC120458220	2L	20794950	20799950	Tbce	0.862135113847053	0.0185029436501261	0.0223262975556553	PS_unique_Dyak
LOC120458322	2L	18903515	18908516	CG18011	0.8464568043953	0.0250210260723296	0.0295117726310386	PS_spill_Dsan
LOC120458334	2L	549980	554981	lwr	0.887021303582749	0.0012615643397813	0.0011227304805286	No_PS
LOC120458421	2L	8321070	8326070	CG14932	0.862702573272859	0.0178721614802354	0.0215564252261499	PS_spill_Dsan
