gene_id	chr	start	end	gene	san:yak:tei_pbs	san:yak:tei_pval_ortho	san:yak:tei_pval_bs	san:yak-symp:yak-allo_pbs	san:yak-symp:yak-allo_pval_ortho	san:yak-symp:yak-allo_pval_bs	san:yak-symp:tei_pbs	san:yak-symp:tei_pval_ortho	san:yak-symp:tei_pval_bs	san:yak-allo:tei_pbs	san:yak-allo:tei_pval_ortho	san:yak-allo:tei_pval_bs	yak-symp:yak-allo:tei_pbs	yak-symp:yak-allo:tei_pval_ortho	yak-symp:yak-allo:tei_pval_bs
LOC6526243	X	50812	103198	RhoGAP1A	0.633875891205513	0.11032325338894682	0.11753155680224404	0.154703212860348	0.36465439567511904	0.3130192605573201	0.633875891205513	0.1137195778591428	0.121124752988435	0.633875891205513	0.13591109053021533	0.143140589569161	-0.017938531252602	0.7150372081088017	0.6727997881190896
LOC6523777	X	64610	72410	CG17707	0.633875891205513	0.11032325338894682	0.11753155680224404	0.171726400909705	0.3022267988158064	0.26054167383787336	0.633875891205513	0.1137195778591428	0.121124752988435	0.633875891205513	0.13591109053021533	0.143140589569161	-0.015231598577376	0.6827046445984091	0.6455668593328867
LOC6523778	X	108900	113901	tyn	0.465446783805917	0.19833159541188738	0.2096306685366994	0.16058404518555	0.3421289741279444	0.2946818331168933		0.0	0.0	0.553939156448158	0.17920815003473026	0.20199121315192745	0.08156378348424	0.03900436232999743	0.039307024786950626
LOC6523779	X	111935	116936	CG3038	0.465446783805917	0.19833159541188738	0.2096306685366994	0.200480532729736	0.22139271463508817	0.19565659568475896		0.0	0.0	0.553939156448158	0.17920815003473026	0.20199121315192745	0.112129718705549	0.022453169104439313	0.02076744512128624
LOC6523780	X	115410	123914	G9a		0.0	0.0	0.132803271879408	0.4583601493113657	0.38965468683992305		0.0	0.0		0.0	0.0	-0.015904870157417	0.6906594816525532	0.6520946609126459
LOC6523781	X	122300	127301	CG42376	0.558284664606172	0.14306569343065692	0.15424653264765467	0.044646409423056	0.8859570086240185	0.8490760878068625	0.557987011378156	0.15399526168425587	0.16090576306326734	0.561462248950473	0.1690206066219032	0.17555980725623582	0.005531306476404	0.37362073389787015	0.3534516335083428
LOC6523782	X	124205	129206	cin	0.558284664606172	0.14306569343065692	0.15424653264765467	0.044646409423056	0.8859570086240185	0.8490760878068625	0.557987011378156	0.15399526168425587	0.16090576306326734	0.561462248950473	0.1690206066219032	0.17555980725623582	0.005531306476404	0.37362073389787015	0.3534516335083428
LOC6523783	X	127969	134800	CG13377		0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0
LOC6523784	X	137929	142930	CG13376		0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0
LOC6523785	X	142665	147666	ewg	0.074776946757999	0.5814389989572472	0.5406576281751597	0.2216557485102	0.18007465568284206	0.16093752444729553		0.0	0.0	0.158776100279481	0.4693216022227367	0.4437358276643991	0.019776818464695	0.21388247369771618	0.21110193652920373
LOC6523786	X	155074	167080	CG13375		0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0
LOC6523787	X	171149	176150	CG12470	0.317733601569273	0.3194994786235662	0.3141654978962132	0.030690399994209	0.9361565195005792	0.9135387166930046	0.309547516948875	0.3312513461124273	0.32586089604457547	0.324893169500438	0.3292428802963649	0.3272746598639456	0.002805938587024	0.41621760328457785	0.3880380762459688
LOC6523788	X	178561	183562	Or1a	0.465446783805917	0.19833159541188738	0.2096306685366994	0.095625173482913	0.6372763547432102	0.5541439143836152	0.510006232615341	0.18048675425371527	0.18500761281544592		0.0	0.0	-0.139483997986262	0.985373364126251	0.9808216617071993
LOC6523789	X	182426	194599	CG32816	0.465446783805917	0.19833159541188738	0.2096306685366994	0.077759790176377	0.7302098082121251	0.6524024846275406	0.510006232615341	0.18048675425371527	0.18500761281544592		0.0	0.0	-0.092006807191525	0.9703618167821401	0.9657874647514294
LOC6523790	X	203513	210669	CG3777		0.0	0.0	0.204899312038989	0.21212511262710773	0.18742665811337286		0.0	0.0		0.0	0.0	-0.019569984380857	0.7371054657428792	0.696605231588951
LOC26534945	X	208813	213813	CG43181		0.0	0.0	0.140272764343171	0.42437894194877074	0.36205466806440006		0.0	0.0		0.0	0.0	0.018258072861264	0.2241467795740313	0.22082353124464454
LOC120321469	X	210947	215947	CG43182		0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0
LOC6523792	X	216932	221933	y	0.570525197447593	0.13639207507820647	0.14689107059373538	0.086676528081287	0.685673831895997	0.6084834071315695	0.581900203701365	0.13934955847512384	0.14269979591175613	0.553939156448158	0.17920815003473026	0.20199121315192745	-0.027468640302188	0.812933025404157	0.7787090843940362
LOC6523793	X	229700	234701	ac	0.302207141979547	0.33305526590198126	0.32569736637057817	0.086075481771152	0.6890204659544343	0.6117065385758765	0.324333950612398	0.3200516907172087	0.3156888788104571	0.139691477839523	0.4836767770317203	0.4573412698412698	-0.036217630330081	0.8691301000769823	0.84501534578653
LOC6523794	X	256152	261152	sc		0.0	0.0	0.130237090070976	0.47213283562878106	0.4032043559213306		0.0	0.0		0.0	0.0	0.00565992908902	0.3710546574287914	0.3518625266798573
LOC6523795	X	269694	274695	l_1_sc	0.711297003877803	0.07340980187695516	0.08262427925822036	0.198011021442995	0.22860084953018406	0.20006884358424734	0.713854582236417	0.07538229592935602	0.08432407917328064	0.712443915448763	0.0926140310257004	0.10370606575963719	-0.003541655518096	0.5196304849884527	0.4828236247215168
LOC6523797	X	290798	295798	Pgcl	0.569699204960914	0.13826903023983317	0.14689107059373538		0.0	0.0	0.569699204960914	0.14818005599827697	0.15245067867439827	0.569699204960914	0.16137994906228292	0.17162698412698413		0.0	0.0
LOC6523798	X	316084	321084	ase		0.0	0.0	0.068284324442533	0.7739734843609216	0.7017038787101215		0.0	0.0		0.0	0.0	-0.015568157640592	0.6866820631254812	0.6489631856918068
LOC6523799	X	322350	327350	Cyp4g1	-0.476720357156776	0.9762252346193953	0.953903693314633	0.099276480657674	0.6188698674218046	0.5375745153568132	-0.476720357156776	0.9730777514538014	0.9502089474877708	-0.476720357156776	0.9592498263486918	0.9337797619047619	-0.006813469737566	0.5636386964331537	0.529250471279231
LOC6523800	X	329815	335089	ebo		0.0	0.0	0.33271690292526	0.0643583472776419	0.06344562139157918		0.0	0.0		0.0	0.0	0.074379647417211	0.044778034385424687	0.044806580771807374
LOC6523802	X	334588	339589	CG13373		0.0	0.0	0.077402879757176	0.7335564422705625	0.6547650712687559		0.0	0.0		0.0	0.0	-0.031263409752861	0.8369258403900436	0.8032935017994298
LOC6523803	X	337645	342645	CG18273		0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0
LOC6523804	X	341496	346496	CG3156		0.0	0.0	0.050974051823167	0.8607285364911829	0.8187849107380345		0.0	0.0		0.0	0.0	-0.012494864724656	0.6481909160892995	0.6135198716250955
LOC6523805	X	344346	349347	CG17896		0.0	0.0	0.040936832990656	0.9026901789162054	0.8689624958928543		0.0	0.0		0.0	0.0	0.004741474511455	0.38850397741852705	0.3665383956252824
LOC6523806	X	348131	353132	CG17778		0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0
LOC6523808	X	351642	364128	svr	0.715060548329655	0.07257559958289886	0.08196976780426991	0.074597159745739	0.7474578452825331	0.6702861702627009	0.69523668813433	0.08507430540598751	0.0941073568952671	0.737712378402707	0.08265802269043761	0.09530895691609978	0.006116254456398	0.3645111624326405	0.3442753205477745
LOC6523809	X	364608	384778	arg		0.0	0.0	0.072132140409604	0.7574977474578453	0.682490260197456		0.0	0.0		0.0	0.0	-0.019582515921532	0.737490377213241	0.6966363905463723
LOC6523810	X	365924	379765	elav		0.0	0.0	0.058559970285569	0.8236581284592611	0.7634284104955174		0.0	0.0		0.0	0.0	-0.025967039013514	0.7971516551193225	0.7623662112265723
LOC6523811	X	383158	388159	CG4293		0.0	0.0	0.143647191191968	0.40867550521302615	0.35089887816250215		0.0	0.0		0.0	0.0	-0.029780450964127	0.8285860918655376	0.794397619455653
LOC6523812	X	387163	429042	Appl		0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0
LOC6523813	X	429461	448523	vnd		0.0	0.0	0.296159450989555	0.08662633543570601	0.08380141755198472		0.0	0.0		0.0	0.0	-0.012416393143866	0.6469078778547601	0.6126474208172995
LOC6523814	X	462204	467577	CG13366	0.050336737673485	0.6277372262773723	0.5830762038335671	0.045707554110735	0.8804221907581413	0.8445073772159029	0.068513581696866	0.5886280422140857	0.5479607373092746		0.0	0.0	-0.011207357798899	0.6331793687451887	0.5985635720628788
LOC6523815	X	470149	475149	CG13365	0.042150732529445	0.6577685088633993	0.6129655602306374	0.10172504755842	0.6083150984682714	0.5267472971070049	0.02439520310372	0.714624165410295	0.6718714568013218	0.044149655309242	0.6290808057420699	0.5918367346938775	-0.008055514275159	0.5890428534770337	0.5545203857478929
LOC6523816	X	471558	476558	Vsp37A		0.0	0.0	0.098220439240993	0.6224739348693525	0.5413296199521224		0.0	0.0		0.0	0.0	0.014206133986255	0.2616114960225815	0.257263931948837
LOC6523817	X	473456	478456	CG13369		0.0	0.0	0.17361229420324	0.2959196807825975	0.25512806471296917		0.0	0.0		0.0	0.0	-6.1974685217e-05	0.46548627149089045	0.4335145746023338
LOC6523818	X	474415	479415	CG13364		0.0	0.0	0.17361229420324	0.2959196807825975	0.25512806471296917		0.0	0.0		0.0	0.0	-6.1974685217e-05	0.46548627149089045	0.4335145746023338
LOC6523819	X	476224	481225	CG17829		0.0	0.0	0.268843358925999	0.11185480756854164	0.10511163613036471		0.0	0.0		0.0	0.0	0.017802018545392	0.2303053630998204	0.2259959181765778
LOC6523820	X	478420	483421	RpL36		0.0	0.0	0.339496867075275	0.061912730081091515	0.060425891446184654		0.0	0.0		0.0	0.0	0.07168589287817	0.04772902232486528	0.04809385077975291
LOC6523821	X	481293	486294	Mybbp1A		0.0	0.0	0.107209377493391	0.5828291929463252	0.5047955814935928		0.0	0.0		0.0	0.0	-0.023557186672177	0.7762381318963305	0.7346035801642077
LOC6523822	X	484221	489222	Dredd		0.0	0.0	0.107209377493391	0.5828291929463252	0.5047955814935928		0.0	0.0		0.0	0.0	-0.023557186672177	0.7762381318963305	0.7346035801642077
